MSRB1	9.88	9.58716348668978
AACS	5.365	8.97777379183504
FSTL1	6.66235294117647	9.98090888108288
ELMO2	5.71583333333334	7.49673996057519
CREB3L1	9.69428571428571	4.88944254563151
RPS11	0	11.1930580165832
PNMA1	0	10.4368911501843
MMP2	5.14045454545455	3.70667533203272
HAUS2	2.64	10.2913693705976
SAMD4A	5.67563829787234	3.97056647949395
SMARCD3	5.5825	4.63027972664992
A4GNT	2.505	4.05797662130031
PKNOX2	5.06858333333333	4.49965945590236
RALYL	4.80469465648855	3.41695042257235
ZHX3	5.54697916666667	7.28835742957195
ERCC5	4.7	10.153770586048
RXFP3	0	4.50766459547509
APBB2	5.31701492537313	3.97604803594857
BBOX1	4.416	3.82114675124564
GCSH	2.41333333333333	11.4337096190923
XDH	5.11533333333333	4.05797662130031
EDN1	3.21	4.0178772054414
PDCL3	3.29	11.3242776386127
AEN	0	8.65167084250441
CLK4	3.87333333333333	8.01219186407497
KCNG1	3.79	4.66614522887053
CXCR4	0	12.6617759213402
DECR1	4.91166666666667	11.945141131502
GGT3P	0	5.1350540896879
SALL1	4.37	3.5952687220449
PTPRR	4.24846774193548	3.20191218744922
CADM4	4.935	4.85604323013773
IRAK1	2.35	12.1649611399971
RPS18	0	14.9590588639981
CFHR5	3.878	3.66918692447065
BRIX1	2.32	10.0823786838229
TMSB10	0	13.1841272405865
ESYT1	4.04	10.6286027976745
CXCL3	0	6.55723488271005
LMAN1	3.85571428571429	6.50977609658468
CHD8	4.54428571428572	8.22000368891168
SUMO1	5.0225	10.7534896628111
GP1BA	0	4.98618925495194
OR7A10	0	3.34830303110438
DDB1	6.635	11.2295233714057
UQCR11	0	12.3950447358648
CHRNA10	0	5.65158430162512
STYK1	4.90444444444445	7.51863103579642
MYO9B	6.48428571428571	6.69741374670999
CCNI	4.91125	13.06127363327
MMP7	4.22666666666667	4.42549173191683
EP300	3.77615384615385	9.08411388966959
CRNKL1	3.212	9.42452861922408
XAB2	3.51666666666667	7.46901137479669
RTN1	4.65234693877551	3.73059494745975
HIC2	0	7.51697132235435
TBX10	0	5.00596099416046
CENPQ	2.1775	8.74204853330982
UTY	0	4.62443869693161
OR2W1	0	4.0178772054414
KCNA6	0	5.50425739284583
ATP5G2	3.65	8.82171778667381
ZEB1	4.67189655172414	9.13254400165967
ZG16	0	5.09850243431865
CDK14	4.68579136690647	3.70684596207421
ERG	5.37971153846154	6.85753627848166
FAT4	4.83441176470588	3.34830303110438
PARN	0	10.6538953031742
SOD2	4.15533333333333	6.78750858678883
CYTH1	5.35241379310345	8.44769572681905
CHD9	5.27931034482759	7.79518865039079
STK16	4.58666666666667	8.36707641782868
PDE1C	4.89	4.36527559072922
SEMA4D	4.93263157894737	10.0810473821034
AGPAT1	0	9.04692458653738
TOB2	2.185	7.45143861803292
BANK1	4.27676	3.314562695434
NINL	7.49055555555555	7.76269802192542
MAP3K3	3.919375	8.37143933242309
MAX	6.23568181818182	8.90868564082892
IGKV1D-13	0	5.44176758505669
GRM2	6.82	4.5486517835664
OSBPL8	4.09671052631579	11.9022612590851
PROSC	4.7	9.501706647378
SPIN2B	0	8.40587564870923
NR4A2	3.71	4.33037764956408
PIR	4.58631578947368	9.8315804915237
PPCS	6.19	9.62053612151823
IPO9	3.14692307692308	9.14777332612632
LONP1	3.19	10.0058667003196
TTTY1B	0	3.97800553285824
EVC	5.216	5.43945939483337
CXCL13	3.54	3.314562695434
FFAR3	0	5.59415049626826
SCYL3	4.5	8.10442975626556
HERC2P2	0	9.5606625346151
SORL1	5.16041666666667	9.0834458016093
NAT10	3.462	10.6249531117483
CHD1	3.85944444444444	11.4031039527914
SYN3	5.01425925925926	4.63027972664992
DMC1	2.876	7.76119550104712
SLC22A2	5.03090909090909	4.30217076454722
SERPINF1	2.58	8.24874620298138
C20orf27	6.59	9.10327313422285
OR7A17	0	4.63027972664992
RPS6KA5	4.5024	8.37980935529577
SUGCT	3.9918	4.09828409910503
HMX1	0	6.14019668658315
DHRS11	0	7.9551998010246
LHB	0	6.57247380329204
TAOK3	5.3374	8.44796439499548
STK25	0	7.62331498331093
SLC12A4	8.94	5.69292033459063
BRCA1	3.52045454545455	9.33150828451619
CDC25B	3.52	10.9923524749342
BMP3	5.72857142857143	3.97800553285824
MAP1LC3C	3.445	4.79132534667405
TMEM180	9.09333333333333	7.06794584785342
CRYGC	0	5.91138745772085
SLK	5.35875	9.07449134448391
POU3F1	0	4.38448593990723
HIGD1B	1.82	5.91138745772085
BAZ1B	5.609375	8.68822551030907
USP6NL	4.87757142857143	7.93175727305314
SLCO2B1	5.053125	4.61431535501053
ABCD4	4.075	6.17113973664621
SLC25A46	4.07142857142857	11.9509832332688
LARP7	3.09666666666667	8.19567000616538
TEK	4.92933333333333	4.28190148290965
CD160	4.0375	3.74450499967776
TERF2IP	3.775	11.5304904970005
PHF20	5.11047619047619	8.52933020549022
COL1A1	8.55	4.99258591689658
GTPBP1	4.97333333333333	6.10743396042635
GRK5	5.30755555555556	7.93638760594912
AP1S2	4.36	8.30744710521996
RAB33B	5.164	7.05715304368058
CA11	5.86666666666667	6.19324620948721
ALDOC	0	6.02630554330958
NUDT1	1.88	10.9077713929777
ZNF212	6.465	8.70103803696326
ACBD3	4.81444444444444	9.62951707965379
RFPL2	0	5.09850243431865
ZNF83	3.7	8.91937750975524
SPAG11B	0	3.84501268422004
PRDM2	5.705	6.78077289428857
IPW	0	7.40516654293923
SEL1L3	4.95222222222222	3.62366050879846
GDPD5	7.08857142857143	6.37081987445806
PDCD4	4.228	8.34459613903038
CEP350	4.37457142857143	9.27477279624707
FOXP3	3.68333333333333	4.7835141348721
SMYD3	4.85	10.4960274211916
CST7	3.59333333333333	6.19324620948721
RRN3P2	0	8.34949160939751
SELL	4.16166666666667	9.37106341860265
